Country,Code,Year,Rice_Yield_Hg_Per_Ha
Afghanistan,AFG,1993,10950
Afghanistan,AFG,1994,10991
Afghanistan,AFG,1995,11659
Afghanistan,AFG,1996,11624
Afghanistan,AFG,1997,13000
Afghanistan,AFG,1998,13344
Afghanistan,AFG,1999,12488
Afghanistan,AFG,2000,7703
Afghanistan,AFG,2001,9682
Afghanistan,AFG,2002,16121
Afghanistan,AFG,2003,14100
Afghanistan,AFG,2004,12770
Afghanistan,AFG,2005,17371
Afghanistan,AFG,2006,14915
Afghanistan,AFG,2007,18544
Afghanistan,AFG,2008,13803
Afghanistan,AFG,2009,19734
Afghanistan,AFG,2010,19356
Afghanistan,AFG,2011,15806
Afghanistan,AFG,2012,19766
Afghanistan,AFG,2013,19950
Afghanistan,AFG,2014,19640
Afghanistan,AFG,2015,20836
Afghanistan,AFG,2016,19394
Afghanistan,AFG,2017,19785
Afghanistan,AFG,2018,21035
Albania,ALB,1993,26843
Albania,ALB,1994,24609
Albania,ALB,1995,28415
Albania,ALB,1996,24509
Albania,ALB,1997,28333
Albania,ALB,1998,28721
Albania,ALB,1999,27981
Albania,ALB,2000,31751
Albania,ALB,2001,30308
Albania,ALB,2002,32919
Albania,ALB,2003,31857
Albania,ALB,2004,34663
Albania,ALB,2005,34621
Albania,ALB,2006,36026
Albania,ALB,2007,37284
Albania,ALB,2008,40812
Albania,ALB,2009,43153
Albania,ALB,2010,47618
Albania,ALB,2011,47507
Albania,ALB,2012,48838
Albania,ALB,2013,49498
Albania,ALB,2014,48926
Albania,ALB,2015,48738
Albania,ALB,2016,47164
Albania,ALB,2017,48130
Albania,ALB,2018,48405
Algeria,DZA,1993,7415
Algeria,DZA,1994,7491
Algeria,DZA,1995,8293
Algeria,DZA,1996,13377
Algeria,DZA,1997,7797
Algeria,DZA,1998,8462
Algeria,DZA,1999,10699
Algeria,DZA,2000,8831
Algeria,DZA,2001,11068
Algeria,DZA,2002,10585
Algeria,DZA,2003,14702
Algeria,DZA,2004,13440
Algeria,DZA,2005,15007
Algeria,DZA,2006,15036
Algeria,DZA,2007,12534
Algeria,DZA,2008,10339
Algeria,DZA,2009,16539
Algeria,DZA,2010,14742
Algeria,DZA,2011,16433
Algeria,DZA,2012,16775
Algeria,DZA,2013,18131
Algeria,DZA,2014,13691
Algeria,DZA,2015,14001
Algeria,DZA,2016,10203
Algeria,DZA,2017,9903
Algeria,DZA,2018,17587
Angola,AGO,1993,2669
Angola,AGO,1994,2911
Angola,AGO,1995,3929
Angola,AGO,1996,6472
Angola,AGO,1997,5623
Angola,AGO,1998,6978
Angola,AGO,1999,6175
Angola,AGO,2000,5623
Angola,AGO,2001,5837
Angola,AGO,2002,6258
Angola,AGO,2003,6429
Angola,AGO,2004,4888
Angola,AGO,2005,5815
Angola,AGO,2006,4451
Angola,AGO,2007,4633
Angola,AGO,2008,6503
Angola,AGO,2009,5688
Angola,AGO,2010,6262
Angola,AGO,2011,6587
Angola,AGO,2012,5442
Angola,AGO,2013,8083
Angola,AGO,2014,8813
Angola,AGO,2015,9751
Angola,AGO,2016,7734
Angola,AGO,2017,7492
Angola,AGO,2018,7475
Argentina,ARG,1993,30297
Argentina,ARG,1994,27458
Argentina,ARG,1995,28700
Argentina,ARG,1996,26759
Argentina,ARG,1997,29810
Argentina,ARG,1998,37870
Argentina,ARG,1999,32574
Argentina,ARG,2000,34450
Argentina,ARG,2001,33691
Argentina,ARG,2002,32601
Argentina,ARG,2003,32942
Argentina,ARG,2004,36123
Argentina,ARG,2005,40792
Argentina,ARG,2006,36722
Argentina,ARG,2007,42384
Argentina,ARG,2008,40641
Argentina,ARG,2009,32115
Argentina,ARG,2010,47987
Argentina,ARG,2011,45591
Argentina,ARG,2012,41006
Argentina,ARG,2013,47475
Argentina,ARG,2014,47868
Argentina,ARG,2015,47350
Argentina,ARG,2016,51639
Argentina,ARG,2017,53736
Argentina,ARG,2018,46413
Armenia,ARM,1993,16889
Armenia,ARM,1994,14399
Armenia,ARM,1995,18590
Armenia,ARM,1996,18772
Armenia,ARM,1997,13658
Armenia,ARM,1998,17684
Armenia,ARM,1999,17765
Armenia,ARM,2000,13830
Armenia,ARM,2001,18787
Armenia,ARM,2002,22047
Armenia,ARM,2003,15671
Armenia,ARM,2004,22808
Armenia,ARM,2005,19387
Armenia,ARM,2006,13239
Armenia,ARM,2007,25926
Armenia,ARM,2008,24050
Armenia,ARM,2009,22503
Armenia,ARM,2010,20682
Armenia,ARM,2011,27890
Armenia,ARM,2012,26505
Armenia,ARM,2013,30725
Armenia,ARM,2014,31816
Armenia,ARM,2015,31321
Armenia,ARM,2016,30761
Armenia,ARM,2017,19751
Armenia,ARM,2018,26236
Australia,AUS,1993,19560
Australia,AUS,1994,12371
Australia,AUS,1995,18451
Australia,AUS,1996,21105
Australia,AUS,1997,19249
Australia,AUS,1998,19599
Australia,AUS,1999,20834
Australia,AUS,2000,19414
Australia,AUS,2001,19287
Australia,AUS,2002,21749
Australia,AUS,2003,10122
Australia,AUS,2004,21072
Australia,AUS,2005,16890
Australia,AUS,2006,20943
Australia,AUS,2007,9783
Australia,AUS,2008,13324
Australia,AUS,2009,16504
Australia,AUS,2010,16583
Australia,AUS,2011,20849
Australia,AUS,2012,22158
Australia,AUS,2013,19151
Australia,AUS,2014,21228
Australia,AUS,2015,20148
Australia,AUS,2016,20698
Australia,AUS,2017,26599
Australia,AUS,2018,20228
Austria,AUT,1993,50888
Austria,AUT,1994,53917
Austria,AUT,1995,55020
Austria,AUT,1996,53910
Austria,AUT,1997,59009
Austria,AUT,1998,56753
Austria,AUT,1999,59269
Austria,AUT,2000,54039
Austria,AUT,2001,58562
Austria,AUT,2002,58310
Austria,AUT,2003,52554
Austria,AUT,2004,64955
Austria,AUT,2005,61331
Austria,AUT,2006,57218
Austria,AUT,2007,58441
Austria,AUT,2008,68073
Austria,AUT,2009,61495
Austria,AUT,2010,59031
Austria,AUT,2011,70567
Austria,AUT,2012,60029
Austria,AUT,2013,58468
Austria,AUT,2014,70467
Austria,AUT,2015,61981
Austria,AUT,2016,72464
Austria,AUT,2017,62606
Austria,AUT,2018,61600
Azerbaijan,AZE,1993,16174
Azerbaijan,AZE,1994,16222
Azerbaijan,AZE,1995,15049
Azerbaijan,AZE,1996,16041
Azerbaijan,AZE,1997,16639
Azerbaijan,AZE,1998,15744
Azerbaijan,AZE,1999,20697
Azerbaijan,AZE,2000,23236
Azerbaijan,AZE,2001,25926
Azerbaijan,AZE,2002,26164
Azerbaijan,AZE,2003,25973
Azerbaijan,AZE,2004,25845
Azerbaijan,AZE,2005,25896
Azerbaijan,AZE,2006,25972
Azerbaijan,AZE,2007,26657
Azerbaijan,AZE,2008,27400
Azerbaijan,AZE,2009,26054
Azerbaijan,AZE,2010,20193
Azerbaijan,AZE,2011,24831
Azerbaijan,AZE,2012,26585
Azerbaijan,AZE,2013,26908
Azerbaijan,AZE,2014,23427
Azerbaijan,AZE,2015,30825
Azerbaijan,AZE,2016,30032
Azerbaijan,AZE,2017,29367
Azerbaijan,AZE,2018,30100
Bangladesh,BGD,1993,18051
Bangladesh,BGD,1994,16890
Bangladesh,BGD,1995,17703
Bangladesh,BGD,1996,18406
Bangladesh,BGD,1997,18350
Bangladesh,BGD,1998,19676
Bangladesh,BGD,1999,21349
Bangladesh,BGD,2000,23109
Bangladesh,BGD,2001,22595
Bangladesh,BGD,2002,23147
Bangladesh,BGD,2003,23686
Bangladesh,BGD,2004,23403
Bangladesh,BGD,2005,24959
Bangladesh,BGD,2006,25467
Bangladesh,BGD,2007,27315
Bangladesh,BGD,2008,27979
Bangladesh,BGD,2009,28299
Bangladesh,BGD,2010,29099
Bangladesh,BGD,2011,29584
Bangladesh,BGD,2012,29959
Bangladesh,BGD,2013,30852
Bangladesh,BGD,2014,31228
Bangladesh,BGD,2015,31413
Bangladesh,BGD,2016,31764
Bangladesh,BGD,2017,32554
Bangladesh,BGD,2018,33108
Belarus,BLR,1993,27911
Belarus,BLR,1994,22683
Belarus,BLR,1995,20632
Belarus,BLR,1996,21910
Belarus,BLR,1997,24057
Belarus,BLR,1998,18899
Belarus,BLR,1999,15015
Belarus,BLR,2000,19497
Belarus,BLR,2001,20007
Belarus,BLR,2002,24778
Belarus,BLR,2003,24330
Belarus,BLR,2004,29861
Belarus,BLR,2005,28485
Belarus,BLR,2006,25505
Belarus,BLR,2007,28809
Belarus,BLR,2008,35497
Belarus,BLR,2009,33679
Belarus,BLR,2010,28083
Belarus,BLR,2011,32414
Belarus,BLR,2012,34791
Belarus,BLR,2013,30078
Belarus,BLR,2014,37205
Belarus,BLR,2015,36902
Belarus,BLR,2016,32073
Belarus,BLR,2017,33587
Belarus,BLR,2018,27248
Bhutan,BTN,1993,10259
Bhutan,BTN,1994,11356
Bhutan,BTN,1995,12137
Bhutan,BTN,1996,13186
Bhutan,BTN,1997,13924
Bhutan,BTN,1998,14109
Bhutan,BTN,1999,13509
Bhutan,BTN,2000,12390
Bhutan,BTN,2001,12815
Bhutan,BTN,2002,13380
Bhutan,BTN,2003,15396
Bhutan,BTN,2004,26433
Bhutan,BTN,2005,20605
Bhutan,BTN,2006,19121
Bhutan,BTN,2007,17395
Bhutan,BTN,2008,23159
Bhutan,BTN,2009,18277
Bhutan,BTN,2010,20618
Bhutan,BTN,2011,24032
Bhutan,BTN,2012,24884
Bhutan,BTN,2013,24588
Bhutan,BTN,2014,26510
Bhutan,BTN,2015,29474
Bhutan,BTN,2016,28453
Bhutan,BTN,2017,28571
Bhutan,BTN,2018,29404
Bolivia,BOL,1993,14347
Bolivia,BOL,1994,13039
Bolivia,BOL,1995,14349
Bolivia,BOL,1996,14515
Bolivia,BOL,1997,12631
Bolivia,BOL,1998,13674
Bolivia,BOL,1999,12638
Bolivia,BOL,2000,15105
Bolivia,BOL,2001,16358
Bolivia,BOL,2002,15999
Bolivia,BOL,2003,17741
Bolivia,BOL,2004,14765
Bolivia,BOL,2005,17417
Bolivia,BOL,2006,19327
Bolivia,BOL,2007,16440
Bolivia,BOL,2008,19059
Bolivia,BOL,2009,22111
Bolivia,BOL,2010,21109
Bolivia,BOL,2011,18986
Bolivia,BOL,2012,19561
Bolivia,BOL,2013,16167
Bolivia,BOL,2014,18293
Bolivia,BOL,2015,21437
Bolivia,BOL,2016,20037
Bolivia,BOL,2017,17166
Bolivia,BOL,2018,22049
Bosnia and Herzegovina,BIH,1993,35040
Bosnia and Herzegovina,BIH,1994,36060
Bosnia and Herzegovina,BIH,1995,35863
Bosnia and Herzegovina,BIH,1996,35368
Bosnia and Herzegovina,BIH,1997,35237
Bosnia and Herzegovina,BIH,1998,34812
Bosnia and Herzegovina,BIH,1999,37564
Bosnia and Herzegovina,BIH,2000,25502
Bosnia and Herzegovina,BIH,2001,32017
Bosnia and Herzegovina,BIH,2002,38282
Bosnia and Herzegovina,BIH,2003,25216
Bosnia and Herzegovina,BIH,2004,44335
Bosnia and Herzegovina,BIH,2005,42533
Bosnia and Herzegovina,BIH,2006,42908
Bosnia and Herzegovina,BIH,2007,32232
Bosnia and Herzegovina,BIH,2008,44271
Bosnia and Herzegovina,BIH,2009,45031
Bosnia and Herzegovina,BIH,2010,38530
Bosnia and Herzegovina,BIH,2011,37249
Bosnia and Herzegovina,BIH,2012,30006
Bosnia and Herzegovina,BIH,2013,40269
Bosnia and Herzegovina,BIH,2014,39774
Bosnia and Herzegovina,BIH,2015,38121
Bosnia and Herzegovina,BIH,2016,51917
Bosnia and Herzegovina,BIH,2017,37321
Bosnia and Herzegovina,BIH,2018,54879
Botswana,BWA,1993,4243
Botswana,BWA,1994,2238
Botswana,BWA,1995,4584
Botswana,BWA,1996,3234
Botswana,BWA,1997,2768
Botswana,BWA,1998,2467
Botswana,BWA,1999,2285
Botswana,BWA,2000,1526
Botswana,BWA,2001,5544
Botswana,BWA,2002,3573
Botswana,BWA,2003,12145
Botswana,BWA,2004,2743
Botswana,BWA,2005,4386
Botswana,BWA,2006,3724
Botswana,BWA,2007,6392
Botswana,BWA,2008,3608
Botswana,BWA,2009,3636
Botswana,BWA,2010,3716
Botswana,BWA,2011,4523
Botswana,BWA,2012,3672
Botswana,BWA,2013,2176
Botswana,BWA,2014,3052
Botswana,BWA,2015,9405
Botswana,BWA,2016,3998
Botswana,BWA,2017,3207
Botswana,BWA,2018,3774
Brazil,BRA,1993,21706
Brazil,BRA,1994,21100
Brazil,BRA,1995,23239
Brazil,BRA,1996,22578
Brazil,BRA,1997,23655
Brazil,BRA,1998,24177
Brazil,BRA,1999,25083
Brazil,BRA,2000,24327
Brazil,BRA,2001,29608
Brazil,BRA,2002,26503
Brazil,BRA,2003,32127
Brazil,BRA,2004,29153
Brazil,BRA,2005,26551
Brazil,BRA,2006,30022
Brazil,BRA,2007,33647
Brazil,BRA,2008,36383
Brazil,BRA,2009,33222
Brazil,BRA,2010,38395
Brazil,BRA,2011,38040
Brazil,BRA,2012,43884
Brazil,BRA,2013,46387
Brazil,BRA,2014,44549
Brazil,BRA,2015,48072
Brazil,BRA,2016,40058
Brazil,BRA,2017,50262
Brazil,BRA,2018,46234
Bulgaria,BGR,1993,25111
Bulgaria,BGR,1994,27985
Bulgaria,BGR,1995,30687
Bulgaria,BGR,1996,19069
Bulgaria,BGR,1997,30096
Bulgaria,BGR,1998,26830
Bulgaria,BGR,1999,29455
Bulgaria,BGR,2000,24568
Bulgaria,BGR,2001,28955
Bulgaria,BGR,2002,31535
Bulgaria,BGR,2003,23664
Bulgaria,BGR,2004,40727
Bulgaria,BGR,2005,33831
Bulgaria,BGR,2006,35682
Bulgaria,BGR,2007,25171
Bulgaria,BGR,2008,40868
Bulgaria,BGR,2009,34051
Bulgaria,BGR,2010,40202
Bulgaria,BGR,2011,42400
Bulgaria,BGR,2012,36622
Bulgaria,BGR,2013,45517
Bulgaria,BGR,2014,48515
Bulgaria,BGR,2015,46573
Bulgaria,BGR,2016,48059
Bulgaria,BGR,2017,54684
Bulgaria,BGR,2018,54522
Burundi,BDI,1993,13319
Burundi,BDI,1994,12026
Burundi,BDI,1995,12877
Burundi,BDI,1996,13155
Burundi,BDI,1997,13320
Burundi,BDI,1998,12090
Burundi,BDI,1999,12128
Burundi,BDI,2000,11452
Burundi,BDI,2001,11917
Burundi,BDI,2002,12155
Burundi,BDI,2003,11914
Burundi,BDI,2004,12299
Burundi,BDI,2005,12418
Burundi,BDI,2006,11792
Burundi,BDI,2007,11998
Burundi,BDI,2008,11795
Burundi,BDI,2009,11869
Burundi,BDI,2010,11263
Burundi,BDI,2011,10496
Burundi,BDI,2012,10142
Burundi,BDI,2013,11145
Burundi,BDI,2014,12064
Burundi,BDI,2015,11433
Burundi,BDI,2016,13288
Burundi,BDI,2017,9910
Burundi,BDI,2018,11940
Cameroon,CMR,1993,9499
Cameroon,CMR,1994,9566
Cameroon,CMR,1995,11604
Cameroon,CMR,1996,13315
Cameroon,CMR,1997,13866
Cameroon,CMR,1998,13955
Cameroon,CMR,1999,18574
Cameroon,CMR,2000,17352
Cameroon,CMR,2001,16829
Cameroon,CMR,2002,16661
Cameroon,CMR,2003,16039
Cameroon,CMR,2004,15478
Cameroon,CMR,2005,16523
Cameroon,CMR,2006,16829
Cameroon,CMR,2007,16602
Cameroon,CMR,2008,16622
Cameroon,CMR,2009,16955
Cameroon,CMR,2010,16208
Cameroon,CMR,2011,16768
Cameroon,CMR,2012,15617
Cameroon,CMR,2013,16425
Cameroon,CMR,2014,16051
Cameroon,CMR,2015,15839
Cameroon,CMR,2016,16011
Cameroon,CMR,2017,16334
Cameroon,CMR,2018,16025
Canada,CAN,1993,26470
Canada,CAN,1994,25945
Canada,CAN,1995,26998
Canada,CAN,1996,28442
Canada,CAN,1997,25846
Canada,CAN,1998,27826
Canada,CAN,1999,30878
Canada,CAN,2000,28057
Canada,CAN,2001,24468
Canada,CAN,2002,23754
Canada,CAN,2003,27588
Canada,CAN,2004,31419
Canada,CAN,2005,32159
Canada,CAN,2006,30463
Canada,CAN,2007,29734
Canada,CAN,2008,33917
Canada,CAN,2009,32995
Canada,CAN,2010,35096
Canada,CAN,2011,35708
Canada,CAN,2012,34587
Canada,CAN,2013,41629
Canada,CAN,2014,36540
Canada,CAN,2015,36802
Canada,CAN,2016,42692
Canada,CAN,2017,40763
Canada,CAN,2018,38787
Chad,TCD,1993,4947
Chad,TCD,1994,7273
Chad,TCD,1995,5649
Chad,TCD,1996,5790
Chad,TCD,1997,5599
Chad,TCD,1998,6675
Chad,TCD,1999,6444
Chad,TCD,2000,5136
Chad,TCD,2001,6167
Chad,TCD,2002,6460
Chad,TCD,2003,8058
Chad,TCD,2004,6544
Chad,TCD,2005,7299
Chad,TCD,2006,7525
Chad,TCD,2007,7849
Chad,TCD,2008,7519
Chad,TCD,2009,5818
Chad,TCD,2010,7483
Chad,TCD,2011,6101
Chad,TCD,2012,9163
Chad,TCD,2013,7833
Chad,TCD,2014,8242
Chad,TCD,2015,7754
Chad,TCD,2016,8195
Chad,TCD,2017,7985
Chad,TCD,2018,8674
Chile,CHL,1993,41762
Chile,CHL,1994,44133
Chile,CHL,1995,43939
Chile,CHL,1996,41801
Chile,CHL,1997,44648
Chile,CHL,1998,49953
Chile,CHL,1999,40231
Chile,CHL,2000,42864
Chile,CHL,2001,48601
Chile,CHL,2002,51109
Chile,CHL,2003,53216
Chile,CHL,2004,56013
Chile,CHL,2005,57545
Chile,CHL,2006,59085
Chile,CHL,2007,56704
Chile,CHL,2008,57728
Chile,CHL,2009,53882
Chile,CHL,2010,67555
Chile,CHL,2011,68517
Chile,CHL,2012,61399
Chile,CHL,2013,68383
Chile,CHL,2014,60493
Chile,CHL,2015,69805
Chile,CHL,2016,67556
Chile,CHL,2017,66979
Chile,CHL,2018,70199
China,CHN,1993,38975
China,CHN,1994,38358
China,CHN,1995,39690
China,CHN,1996,41863
China,CHN,1997,40874
China,CHN,1998,42322
China,CHN,1999,42218
China,CHN,2000,40183
China,CHN,2001,40825
China,CHN,2002,41557
China,CHN,2003,41762
China,CHN,2004,44347
China,CHN,2005,44878
China,CHN,2006,45991
China,CHN,2007,45947
China,CHN,2008,48050
China,CHN,2009,47113
China,CHN,2010,47973
China,CHN,2011,49701
China,CHN,2012,50887
China,CHN,2013,51676
China,CHN,2014,51626
China,CHN,2015,52229
China,CHN,2016,52942
China,CHN,2017,53342
China,CHN,2018,53732
Colombia,COL,1993,21288
Colombia,COL,1994,21251
Colombia,COL,1995,21973
Colombia,COL,1996,22166
Colombia,COL,1997,23543
Colombia,COL,1998,23918
Colombia,COL,1999,24754
Colombia,COL,2000,25650
Colombia,COL,2001,25002
Colombia,COL,2002,27029
Colombia,COL,2003,29373
Colombia,COL,2004,29092
Colombia,COL,2005,29856
Colombia,COL,2006,27582
Colombia,COL,2007,29622
Colombia,COL,2008,29791
Colombia,COL,2009,28933
Colombia,COL,2010,27669
Colombia,COL,2011,27562
Colombia,COL,2012,30280
Colombia,COL,2013,26951
Colombia,COL,2014,33598
Colombia,COL,2015,34024
Colombia,COL,2016,33374
Colombia,COL,2017,35804
Colombia,COL,2018,34799
Croatia,HRV,1993,42557
Croatia,HRV,1994,41369
Croatia,HRV,1995,43657
Croatia,HRV,1996,45078
Croatia,HRV,1997,50079
Croatia,HRV,1998,46690
Croatia,HRV,1999,46042
Croatia,HRV,2000,41148
Croatia,HRV,2001,48403
Croatia,HRV,2002,53162
Croatia,HRV,2003,36010
Croatia,HRV,2004,54089
Croatia,HRV,2005,55928
Croatia,HRV,2006,54202
Croatia,HRV,2007,45581
Croatia,HRV,2008,66391
Croatia,HRV,2009,61098
Croatia,HRV,2010,54560
Croatia,HRV,2011,52200
Croatia,HRV,2012,45736
Croatia,HRV,2013,54449
Croatia,HRV,2014,60277
Croatia,HRV,2015,56950
Croatia,HRV,2016,66655
Croatia,HRV,2017,57048
Croatia,HRV,2018,69753
Czech Republic,CZE,1993,40195
Czech Republic,CZE,1994,40917
Czech Republic,CZE,1995,41793
Czech Republic,CZE,1996,41927
Czech Republic,CZE,1997,41327
Czech Republic,CZE,1998,39681
Czech Republic,CZE,1999,43466
Czech Republic,CZE,2000,39060
Czech Republic,CZE,2001,45086
Czech Republic,CZE,2002,43240
Czech Republic,CZE,2003,39408
Czech Republic,CZE,2004,54436
Czech Republic,CZE,2005,47416
Czech Republic,CZE,2006,41590
Czech Republic,CZE,2007,45220
Czech Republic,CZE,2008,53628
Czech Republic,CZE,2009,50739
Czech Republic,CZE,2010,46958
Czech Republic,CZE,2011,55926
Czech Republic,CZE,2012,45295
Czech Republic,CZE,2013,53093
Czech Republic,CZE,2014,62198
Czech Republic,CZE,2015,58806
Czech Republic,CZE,2016,63170
Czech Republic,CZE,2017,54975
Czech Republic,CZE,2018,52004
Democratic Republic of Congo,COD,1993,7202
Democratic Republic of Congo,COD,1994,7256
Democratic Republic of Congo,COD,1995,7027
Democratic Republic of Congo,COD,1996,7227
Democratic Republic of Congo,COD,1997,7456
Democratic Republic of Congo,COD,1998,7506
Democratic Republic of Congo,COD,1999,7297
Democratic Republic of Congo,COD,2000,7304
Democratic Republic of Congo,COD,2001,7313
Democratic Republic of Congo,COD,2002,7188
Democratic Republic of Congo,COD,2003,7184
Democratic Republic of Congo,COD,2004,7185
Democratic Republic of Congo,COD,2005,7184
Democratic Republic of Congo,COD,2006,7184
Democratic Republic of Congo,COD,2007,7184
Democratic Republic of Congo,COD,2008,7183
Democratic Republic of Congo,COD,2009,7183
Democratic Republic of Congo,COD,2010,7182
Democratic Republic of Congo,COD,2011,7178
Democratic Republic of Congo,COD,2012,7088
Democratic Republic of Congo,COD,2013,6990
Democratic Republic of Congo,COD,2014,6844
Democratic Republic of Congo,COD,2015,6848
Democratic Republic of Congo,COD,2016,6896
Democratic Republic of Congo,COD,2017,6861
Democratic Republic of Congo,COD,2018,6879
Ecuador,ECU,1993,15262
Ecuador,ECU,1994,15980
Ecuador,ECU,1995,15358
Ecuador,ECU,1996,15710
Ecuador,ECU,1997,15890
Ecuador,ECU,1998,14977
Ecuador,ECU,1999,16294
Ecuador,ECU,2000,17982
Ecuador,ECU,2001,14163
Ecuador,ECU,2002,18700
Ecuador,ECU,2003,20300
Ecuador,ECU,2004,22584
Ecuador,ECU,2005,22374
Ecuador,ECU,2006,22091
Ecuador,ECU,2007,24782
Ecuador,ECU,2008,23543
Ecuador,ECU,2009,23257
Ecuador,ECU,2010,24602
Ecuador,ECU,2011,20903
Ecuador,ECU,2012,26789
Ecuador,ECU,2013,23744
Ecuador,ECU,2014,30015
Ecuador,ECU,2015,36543
Ecuador,ECU,2016,30659
Ecuador,ECU,2017,29354
Ecuador,ECU,2018,32832
Egypt,EGY,1993,54400
Egypt,EGY,1994,52652
Egypt,EGY,1995,53189
Egypt,EGY,1996,58586
Egypt,EGY,1997,59384
Egypt,EGY,1998,62337
Egypt,EGY,1999,64510
Egypt,EGY,2000,65566
Egypt,EGY,2001,64337
Egypt,EGY,2002,66960
Egypt,EGY,2003,67681
Egypt,EGY,2004,67886
Egypt,EGY,2005,68513
Egypt,EGY,2006,67510
Egypt,EGY,2007,66320
Egypt,EGY,2008,66941
Egypt,EGY,2009,65801
Egypt,EGY,2010,60226
Egypt,EGY,2011,66243
Egypt,EGY,2012,66666
Egypt,EGY,2013,67097
Egypt,EGY,2014,65320
Egypt,EGY,2015,66238
Egypt,EGY,2016,67010
Egypt,EGY,2017,68677
Egypt,EGY,2018,66195
Eritrea,ERI,1993,2566
Eritrea,ERI,1994,7670
Eritrea,ERI,1995,4160
Eritrea,ERI,1996,2649
Eritrea,ERI,1997,2655
Eritrea,ERI,1998,9597
Eritrea,ERI,1999,7466
Eritrea,ERI,2000,3772
Eritrea,ERI,2001,6371
Eritrea,ERI,2002,1582
Eritrea,ERI,2003,2610
Eritrea,ERI,2004,2753
Eritrea,ERI,2005,7582
Eritrea,ERI,2006,7985
Eritrea,ERI,2007,9385
Eritrea,ERI,2008,2522
Eritrea,ERI,2009,5001
Eritrea,ERI,2010,5117
Eritrea,ERI,2011,6491
Eritrea,ERI,2012,6894
Eritrea,ERI,2013,6698
Eritrea,ERI,2014,6661
Eritrea,ERI,2015,6420
Eritrea,ERI,2016,6428
Eritrea,ERI,2017,6445
Eritrea,ERI,2018,6524
Ethiopia,ETH,1993,13121
Ethiopia,ETH,1994,9738
Ethiopia,ETH,1995,10330
Ethiopia,ETH,1996,12132
Ethiopia,ETH,1997,12633
Ethiopia,ETH,1998,11402
Ethiopia,ETH,1999,11240
Ethiopia,ETH,2000,11156
Ethiopia,ETH,2001,11973
Ethiopia,ETH,2002,13529
Ethiopia,ETH,2003,11228
Ethiopia,ETH,2004,11621
Ethiopia,ETH,2005,13610
Ethiopia,ETH,2006,15629
Ethiopia,ETH,2007,14386
Ethiopia,ETH,2008,14437
Ethiopia,ETH,2009,16787
Ethiopia,ETH,2010,18297
Ethiopia,ETH,2011,19585
Ethiopia,ETH,2012,20426
Ethiopia,ETH,2013,21899
Ethiopia,ETH,2014,23211
Ethiopia,ETH,2015,25514
Ethiopia,ETH,2016,24795
Ethiopia,ETH,2017,25083
Ethiopia,ETH,2018,23899
France,FRA,1993,65075
France,FRA,1994,65374
France,FRA,1995,64513
France,FRA,1996,70778
France,FRA,1997,68857
France,FRA,1998,74112
France,FRA,1999,72563
France,FRA,2000,72272
France,FRA,2001,67254
France,FRA,2002,74492
France,FRA,2003,61213
France,FRA,2004,75146
France,FRA,2005,69617
France,FRA,2006,67970
France,FRA,2007,65170
France,FRA,2008,72490
France,FRA,2009,74076
France,FRA,2010,70644
France,FRA,2011,69146
France,FRA,2012,72501
France,FRA,2013,70820
France,FRA,2014,75531
